I,II,III,IV,V,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Temperature, K","Viscosity, cP",Reference (DOI),Component#1_SMILES,Component#2_SMILES
0,0,1,0,0,tetrabutylammonium bromide,tetrazole,0.5,0.5,313.15,279.15,http://pubs.acs.org/journal/acscii,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C1=NNN=N1
0,0,0,0,1,l-menthol,carvacrol,0.49,0.51,278.15,279.4,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CC1=C(C=C(C=C1)C(C)C)O
0,0,1,0,1,choline chloride,d-glucose,0.5,0.25,343.15,280,10.1039/C1RA00630D,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O
0,0,1,0,0,methyltriphenylphosphonium bromide,glycerol,0.2,0.8,318.15,280.14,http://pubs.acs.org/journal/acscii,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
0,0,1,0,0,tetrabutylammonium bromide,acetic acid,0.333,0.667,318.15,280.14,10.1039/C6NJ03140D,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O
0,0,1,0,0,triethylammonium chloride,glycolic acid,0.25,0.75,313.15,283,10.1016/j.arabjc.2021.103512,CCN(CC)CC.Cl,C(C(=O)O)O
0,0,1,0,1,choline chloride,p-toluene sulfonic acid,0.667,0.301,318.15,284,10.1021/acssuschemeng.8b05072,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
0,0,1,0,1,choline chloride,dl-malic acid,0.289,0.222,303.2,284.3,10.1021/acs.jced.6b00680,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)C(=O)O
0,0,1,0,0,choline chloride,d-fructose,0.667,0.333,348.15,285.3,10.1016/j.tca.2012.04.030,C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)(CO)O)O)O)O
0,0,1,0,0,choline chloride,d-fructose,0.67,0.33,348.15,285.3,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)(CO)O)O)O)O
0,0,1,0,0,tetrabutylammonium chloride,phenylacetic acid,0.333,0.667,298.15,286.8,http://pubs.acs.org/journal/acscii,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O
0,0,1,0,0,benzyldimethyl(2-hydroxyethyl)ammonium chloride,d-ribose,0.5,0.5,328.15,287.82,http://pubs.acs.org/journal/acscii,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],C1C(C(C(C(O1)O)O)O)O
0,0,1,0,0,tetrabutylammonium chloride,triethylene glycol,0.5,0.5,293.15,289.4,http://pubs.acs.org/journal/acscii,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
0,0,0,0,1,lactic acid,betaine,0.4,0.2,315.01,290,10.1021/acs.jced.7b01037,CC(C(=O)O)O,C[N+](C)(C)CC(=O)[O-]
0,0,0,1,1,cerium(iii) chloride,ethylene glycol,0.221,0.667,298.15,290.4,10.1016/j.crgsc.2022.100285,[Cl-].[Cl-].[Cl-].[Ce+3],C(CO)O
0,0,1,0,0,choline chloride,glycolic acid,0.5,0.5,308.15,290.6,10.1021/sc500439w,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)O
0,0,1,0,1,choline chloride,citric acid,0.333,0.333,353,291,10.1016/j.fluid.2019.01.025,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
0,0,1,0,0,tetrahexylammonium bromide,glycerol,0.333,0.667,323.15,291,http://pubs.acs.org/journal/acscii,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(C(CO)O)O
0,0,1,0,0,benzyltriethylammonium chloride,citric acid monohydrate,0.5,0.5,313.15,292.54,10.1021/acs.jced.6b00486,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O.O
0,0,1,0,0,methyltrioctylammonium chloride,oleic acid,0.5,0.5,313.15,293.12,http://pubs.acs.org/journal/acscii,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCCCCCC=CCCCCCCCC(=O)O
0,0,1,0,0,tetrabutylammonium chloride,glycerol,0.25,0.75,308.15,293.3,http://pubs.acs.org/journal/acscii,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
0,0,1,0,0,tetrabutylammonium hydrogen sulfate,chloroacetic acid,0.5,0.5,333.15,294.25,10.1016/j.molliq.2021.118393,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)Cl
0,0,1,0,0,ammonium thiocyanate,caprolactam,0.25,0.75,313.15,294.31,10.1039/C2RA22990K,C(#N)[S-].[NH4+],C1CCC(=O)NCC1
0,0,1,0,0,ammonium thiocyanate,caprolactam,0.76,0.26,313.15,294.31,10.1039/C2RA22990K,C(#N)[S-].[NH4+],C1CCC(=O)NCC1
0,0,1,0,0,choline chloride,glycerol,0.3,0.7,293.15,295,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,1,0,0,choline chloride,glycerol,0.3,0.7,298.15,295,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,0,0,1,l-menthol,thymol,0.6,0.4,278.15,296.08,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O
0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,0.2,0.8,313.15,296.7,10.1021/acssuschemeng.9b03245,CC([N+]1(CCN(CC1)C)C)O.[Br-],C(C(CO)O)O
0,0,1,0,0,choline chloride,malonic acid,0.5,0.5,323,297,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
0,0,1,0,1,tetrabutylphosphonium chloride,p-toluene sulfonic acid,0.5,0.453,313.13,297,10.1021/acssuschemeng.8b05072,CCCC[P+](CCCC)(CCCC)CCCC.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
0,0,1,0,0,benzyl(2-hydroxyethyl)dimethylammonium chloride,dl-lactic acid,0.333,0.667,313.15,297.01,10.1039/C6NJ03140D,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
0,0,1,0,0,acetylcholine chloride,d-glucose,0.5,0.5,313.15,297.18,http://pubs.acs.org/journal/acscii,CC(=O)OCC[N+](C)(C)C.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O
0,0,1,0,1,choline chloride,d-mannose,0.59,0.32,373.15,299.13,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O
0,0,1,0,0,choline chloride,urea,0.4,0.6,313.15,300,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
0,0,1,0,0,choline chloride,urea,0.4,0.6,308.15,300,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
0,0,0,0,1,lactic acid,l-histidine,0.6,0.067,320.06,300,10.1021/acs.jced.7b01037,CC(C(=O)O)O,C1=C(NC=N1)CC(C(=O)O)N
0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,0.167,0.833,313.15,300.2,10.1021/acssuschemeng.9b03245,CC([N+]1(CCN(CC1)C)C)O.[Br-],C(C(CO)O)O
0,0,0,0,1,monoethanolamine,l-cysteine,0.833,0.167,298.15,300.4,10.1016/j.molliq.2022.120660,C(CO)N,C(C(C(=O)O)N)S
0,0,1,0,1,choline chloride,citric acid,0.333,0.333,343,301,10.1016/j.fluid.2019.01.025,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
0,0,0,0,1,l-proline,levulinic acid,0.333,0.667,318.15,301,10.1016/j.jct.2018.12.017,C1CC(NC1)C(=O)O,CC(=O)CCC(=O)O
0,0,1,0,0,tetrabutylammonium chloride,l-arginine,0.889,0.111,353.15,301,10.1016/j.jtice.2015.12.020,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(C(=O)O)N)CN=C(N)N
0,0,1,0,0,choline chloride,malonic acid,0.5,0.5,323.15,301.2,10.1021/sc500439w,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
0,0,1,0,0,tetrabutylammonium chloride,propionic acid,0.333,0.667,278.15,301.2,http://pubs.acs.org/journal/acscii,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O
0,0,0,0,1,lidocaine,capric acid,0.25,0.75,293.15,302,10.1039/C6CC06105B,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
0,0,0,0,1,lidocaine,decanoic acid,0.25,0.75,293.15,302,http://pubs.acs.org/journal/acscii,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
0,0,0,0,1,l-menthol,carvacrol,0.57,0.43,278.15,302.53,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CC1=C(C=C(C=C1)C(C)C)O
0,0,1,0,0,acetylcholine chloride,"1,2,4-triazole",0.5,0.5,303.15,304.69,10.1021/acs.iecr.7b02478,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=NC=NN1
0,0,0,0,1,betaine,dl-xylitol,0.333,0.667,298.15,304.83,10.1016/j.molliq.2022.119392,C[N+](C)(C)CC(=O)[O-],C(C(C(C(CO)O)O)O)O
0,0,1,0,0,choline chloride,d-xylose,0.5,0.5,313.15,306.87,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)O)O)O)O
0,0,1,0,0,tetraheptylammonium chloride,decanoic acid,0.333,0.667,303.15,307.09,http://pubs.acs.org/journal/acscii,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CCCCCCCCCC(=O)O
0,0,1,0,0,methyltrioctylammonium bromide,decanoic acid,0.333,0.667,308.15,307.25,http://pubs.acs.org/journal/acscii,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCCCC(=O)O
0,0,1,0,0,choline chloride,dl-lactic acid,0.5,0.5,293,309,10.1016/j.fluid.2019.01.025,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O
0,0,1,0,1,choline chloride,p-toluene sulfonic acid,0.5,0.453,308.13,309,10.1021/acssuschemeng.8b05072,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
0,0,1,0,0,benzyldimethyl(2-hydroxyethyl)ammonium chloride,d-mannose,0.5,0.5,333.15,310.35,http://pubs.acs.org/journal/acscii,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O
0,0,1,0,0,choline chloride,glycerol,0.05,0.95,308.15,314,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,1,0,0,choline chloride,malonic acid,0.667,0.333,323.15,315,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
0,0,0,0,1,monoethanolamine,l-arginine,0.833,0.167,298.15,316.3,10.1016/j.molliq.2022.120660,C(CO)N,C(CC(C(=O)O)N)CN=C(N)N
0,0,1,0,0,1-ethyl-3-methylimidazolium chloride,imidazole,0.5,0.5,313.2,317.4,10.1021/acssuschemeng.0c04215,CCN1C=C[N+](=C1)C.[Cl-],C1=CN=CN1
0,0,1,0,0,tetrabutylammonium bromide,n-octyl alcohol,0.333,0.667,298.15,317.5,10.1016/j.foodchem.2019.125752,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCCO
0,0,1,0,0,choline chloride,maleic acid,0.667,0.333,343.2,318,10.1016/j.jct.2021.106713,C[N+](C)(C)CCO.[Cl-],C(=CC(=O)O)C(=O)O
0,0,1,0,0,benzyltripropylammonium chloride,dl-lactic acid,0.25,0.75,303.15,319,http://pubs.acs.org/journal/acscii,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
0,0,1,0,0,choline chloride,maleic acid,0.6,0.4,353.2,319,10.1016/j.jct.2021.106713,C[N+](C)(C)CCO.[Cl-],C(=CC(=O)O)C(=O)O
0,0,1,0,0,choline chloride,dl-malic acid,0.6,0.4,353.2,319,10.1016/j.jct.2021.106713,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)C(=O)O
0,0,1,0,0,choline chloride,glutaric acid,0.5,0.5,328.15,319.2,10.1021/sc500439w,C[N+](C)(C)CCO.[Cl-],C(CC(=O)O)CC(=O)O
0,0,1,0,1,benzyltrimethylammonium chloride,glycerol,0.328,0.656,308.15,319.51,10.1039/C6NJ03140D,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
0,0,1,0,0,benzyltrimethylammonium chloride,glycerol,0.4,0.6,308.15,319.51,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
0,0,1,0,0,choline chloride,glycerol,0.25,0.75,293.15,320,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,1,0,0,choline chloride,glycerol,0.25,0.75,298.15,320,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,0,0,1,lactic acid,betaine,0.4,0.2,313.35,320,10.1021/acs.jced.7b01037,CC(C(=O)O)O,C[N+](C)(C)CC(=O)[O-]
0,0,1,0,0,choline chloride,levulinic acid,0.333,0.667,293.15,320.6,10.1021/sc500439w,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
0,0,1,0,0,tetrabutylammonium chloride,l-aspartic acid,0.9,0.1,343.15,321,10.1016/j.jtice.2015.12.020,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(C(=O)O)N)C(=O)O
0,0,1,0,1,choline chloride,glycerol,0.297,0.595,293.15,322.61,10.1016/j.fluid.2014.01.028,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,0,1,0,potassium carbonate,glycerol,0.167,0.833,333.15,323,http://pubs.acs.org/journal/acscii,C(=O)([O-])[O-].[K+].[K+],C(C(CO)O)O
0,0,0,1,0,potassium carbonate,glycerol,0.2,0.8,343.15,323,http://pubs.acs.org/journal/acscii,C(=O)([O-])[O-].[K+].[K+],C(C(CO)O)O
0,0,1,0,0,tris(beta-hydroxyethyl)methylammonium chloride,ethylene glycol,0.333,0.667,283.15,325,10.1016/j.molliq.2023.121216,C[N+](CCO)(CCO)CCO.[Cl-],C(CO)O
0,0,1,0,0,choline chloride,d-fructose,0.714,0.286,348.15,325.5,10.1016/j.tca.2012.04.030,C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)(CO)O)O)O)O
0,0,1,0,0,benzyldimethyl(2-hydroxyethyl)ammonium chloride,d-fructose,0.5,0.5,318.15,325.74,http://pubs.acs.org/journal/acscii,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],C1C(C(C(C(O1)(CO)O)O)O)O
0,0,1,0,0,benzyltripropylammonium chloride,ethylene glycol,0.25,0.75,283.15,327.9,http://pubs.acs.org/journal/acscii,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O
0,0,1,0,1,choline chloride,glycerol,0.076,0.152,298.15,329,10.1016/j.jiec.2022.04.015,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,1,0,0,choline chloride,urea,0.333,0.667,308,330,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
0,0,0,0,1,lactic acid,l-histidine,0.6,0.067,318.29,330,10.1021/acs.jced.7b01037,CC(C(=O)O)O,C1=C(NC=N1)CC(C(=O)O)N
0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,0.143,0.857,313.15,330.7,10.1021/acssuschemeng.9b03245,CC([N+]1(CCN(CC1)C)C)O.[Br-],C(C(CO)O)O
0,0,1,0,0,choline chloride,citric acid,0.5,0.5,353,331,10.1016/j.molliq.2020.113761,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
0,0,0,1,1,lanthanum nitrate,urea,0.188,0.75,293.15,331.88,10.1016/j.molliq.2022.119396,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[La+3],C(=O)(N)N
0,0,0,0,1,"n,n-dimethyloctadecan-1-amine oxide",phenylacetic acid,0.5,0.5,297.85,332.36,10.1016/j.molliq.2017.05.084,CCCCCCCCCCCCCCCCCC[N+](C)(C)[O-],C1=CC=C(C=C1)CC(=O)O
0,0,0,0,1,"n,n-dimethyloctadecan-1-amine oxide",phenylacetic acid,0.5,0.5,299.45,332.36,10.1016/j.molliq.2017.05.084,CCCCCCCCCCCCCCCCCC[N+](C)(C)[O-],C1=CC=C(C=C1)CC(=O)O
0,0,1,0,1,triethylmethylammonium chloride,glycerol,0.328,0.656,293.15,333.02,10.1039/C6NJ03140D,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O
0,0,1,0,0,choline chloride,urea,0.333,0.667,313.2,333.6,10.1021/acs.jced.6b00680,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
0,0,1,0,1,tetrabutylammonium chloride,p-toluene sulfonic acid,0.5,0.453,328.13,334,10.1021/acssuschemeng.8b05072,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
0,0,1,0,0,benzyl(2-hydroxyethyl)dimethylammonium chloride,acetic acid,0.333,0.667,293.15,334.28,10.1039/C6NJ03140D,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],CC(=O)O
0,0,0,0,1,lactic acid,d-glucose,0.833,0.167,293,335,10.1016/j.fluid.2019.01.025,CC(C(=O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O
0,0,1,0,0,acetylcholine chloride,imidazole,0.25,0.75,303.15,335.98,10.1021/acs.iecr.7b02478,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1
0,0,1,0,0,acetylcholine chloride,imidazole,0.45,0.55,303.15,335.98,http://pubs.acs.org/journal/acscii,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1
0,0,1,0,0,choline chloride,d-glucose,0.5,0.5,318.15,338.55,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O
0,0,0,0,1,l-proline,dl-lactic acid,0.5,0.5,338.15,338.9,10.1016/j.jct.2018.12.017,C1CC(NC1)C(=O)O,CC(C(=O)O)O
0,0,1,0,0,benzyltriphenylphosphonium chloride,glycerine,0.167,0.833,338.15,339.3,10.1021/je100104v,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O
0,0,1,0,0,benzyltriphenylphosphonium chloride,glycerol,0.17,0.83,318.15,339.3,http://pubs.acs.org/journal/acscii,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O
0,0,0,1,1,gadolinium nitrate,urea,0.19,0.75,293.15,340.18,10.1016/j.molliq.2022.119396,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Gd+3],C(=O)(N)N
0,0,1,0,0,choline chloride,d-mannose,0.5,0.5,313.15,340.41,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O
0,0,1,0,1,choline chloride,d-fructose,0.62,0.13,363.15,340.95,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)(CO)O)O)O)O
0,0,1,0,0,benzyltriethylammonium chloride,acetic acid,0.333,0.667,278.15,341.1,http://pubs.acs.org/journal/acscii,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC(=O)O
0,0,1,0,0,benzyltrimethylammonium chloride,acetic acid,0.333,0.667,293.15,341.1,10.1039/C6NJ03140D,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],CC(=O)O
0,0,0,1,1,gadolinium nitrate,urea,0.253,0.667,298.15,341.45,10.1016/j.molliq.2022.119396,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Gd+3],C(=O)(N)N
0,0,0,0,1,l-menthol,thymol,0.7,0.3,278.15,342.64,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O
0,0,1,0,0,benzyltriethylammonium chloride,p-toluenesulfonic acid monohydrate,0.3,0.7,333.15,344,10.1021/acs.jced.6b00486,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O.O
0,0,0,0,1,n-dodecylmorpholine n-oxide,phenylacetic acid,0.5,0.5,300.95,344.32,10.1016/j.molliq.2017.05.084,CCCCCCCCCCCC[N+]1(CCOCC1)[O-],C1=CC=C(C=C1)CC(=O)O
0,0,1,0,0,tetraoctylammonium bromide,decanoic acid,0.333,0.667,308.15,344.61,http://pubs.acs.org/journal/acscii,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCCCC(=O)O
0,0,1,0,0,methyltriphenylphosphonium bromide,ethylene glycol,0.2,0.8,278.15,345,10.1021/je100104v,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
0,0,1,0,0,methyltriphenylphosphonium bromide,"2,2,2 trifluoroacetamide",0.111,0.889,278.15,345,10.1021/je100104v,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
0,0,0,0,1,l-menthol,l-borneol,0.7,0.3,283.15,345.99,http://pubs.acs.org/journal/acscii,CC1CCC(C(C1)O)C(C)C,CC1(C2CCC1(C(C2)O)C)C
0,0,1,0,0,benzyldimethyl(2-hydroxyethyl)ammonium chloride,d-glucose,0.5,0.5,323.15,346.5,http://pubs.acs.org/journal/acscii,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O
0,0,1,0,0,choline chloride,glycerol,0.333,0.667,298.15,346.74,10.1039/D0CP01431A,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,0,0,1,l-menthol,carvacrol,0.65,0.35,278.15,347.46,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CC1=C(C=C(C=C1)C(C)C)O
0,0,1,0,0,tetraoctylammonium chloride,decanoic acid,0.333,0.667,303.15,348.61,http://pubs.acs.org/journal/acscii,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCCCCCCC(=O)O
0,0,1,0,0,choline chloride,glycerol,0.1,0.9,303.15,349,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,0,0,1,matrine,lauric acid,0.5,0.5,298.15,349,10.1016/j.molliq.2022.119560,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O
0,0,1,0,0,choline chloride,glycerol,0.2,0.8,293.15,350,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,1,0,0,choline chloride,glycerol,0.2,0.8,298.15,350,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,0,1,0,zinc chloride,acetamide,0.2,0.8,298.2,350,10.1016/j.cclet.2013.09.004,Cl[Zn]Cl,CC(=O)N
0,0,1,0,0,"n,n-diethylethanolammonium chloride",glycerol,0.333,0.667,303.15,351.46,10.1016/j.jct.2013.05.041,CC(C)(C)NCCO.Cl,C(C(CO)O)O
0,0,1,0,0,"n,n-diethylethanolammonium chloride",glycerol,0.2,0.8,303.15,351.46,http://pubs.acs.org/journal/acscii,CC(C)(C)NCCO.Cl,C(C(CO)O)O
0,0,1,0,0,choline chloride,d-ribose,0.5,0.5,318.15,352.02,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)O)O)O)O
0,0,0,0,1,lidocaine,capric acid,0.333,0.667,293.15,352.5,10.1039/C6CC06105B,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
0,0,0,0,1,lidocaine,decanoic acid,0.333,0.667,288.15,352.5,http://pubs.acs.org/journal/acscii,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
0,0,0,0,1,monoethanolamine,l-histidine,0.857,0.143,298.15,352.7,10.1016/j.molliq.2022.120660,C(CO)N,C1=C(NC=N1)CC(C(=O)O)N
0,0,1,0,0,tetraheptylammonium chloride,ibuprofen,0.3,0.7,313.15,352.89,http://pubs.acs.org/journal/acscii,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
0,0,1,0,0,benzyldimethyl(2-hydroxyethyl)ammonium chloride,levulinic acid,0.333,0.667,303.15,353,http://pubs.acs.org/journal/acscii,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],CC(=O)CCC(=O)O
0,0,1,0,0,choline chloride,d-fructose,0.6,0.4,348.15,353.1,10.1016/j.tca.2012.04.030,C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)(CO)O)O)O)O
0,0,1,0,0,choline chloride,d-fructose,0.65,0.35,338.15,353.1,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)(CO)O)O)O)O
0,0,1,0,0,choline chloride,oxalic acid,0.5,0.5,343.2,354,10.1016/j.jct.2021.106713,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O
0,0,0,0,1,matrine,myristic acid,0.5,0.5,298.15,356,10.1016/j.molliq.2022.119560,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O
0,0,1,0,0,acetylcholine chloride,d-fructose,0.5,0.5,308.15,357.53,http://pubs.acs.org/journal/acscii,CC(=O)OCC[N+](C)(C)C.[Cl-],C1C(C(C(C(O1)(CO)O)O)O)O
0,0,1,0,0,tetrabutylammonium chloride,l-glutamic acid,0.9,0.1,323.15,358,10.1016/j.jtice.2015.12.020,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)C(C(=O)O)N
0,0,1,0,1,choline chloride,dl-lactic acid,0.333,0.333,293.15,358.3,10.1016/j.jclepro.2022.133589,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O
0,0,1,0,0,methyltriphenylphosphonium bromide,levulinic acid,0.2,0.8,298.15,358.8,http://pubs.acs.org/journal/acscii,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O
0,0,1,0,0,choline chloride,malonic acid,0.333,0.667,313.15,359,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
0,0,1,0,0,choline chloride,malonic acid,0.333,0.667,308.15,359,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
